144,\N,\N,\N,\N
105,\N,\N,\N,\N
104,\N,\N,\N,\N
95,\N,\N,\N,\N
39,21.8205,116.0000,\N,\N
40,18.0750,109.0000,\N,\N
30,27.6333,22.7333,116,109
2,\N,\N,\N,\N
